"share_minutes_cluster_0","share_minutes_cluster_1","share_minutes_cluster_2","share_minutes_cluster_3","share_minutes_cluster_4","share_minutes_cluster_5","share_minutes_cluster_6","share_minutes_cluster_7","share_minutes_cluster_8","share_minutes_cluster_9","share_minutes_cluster_10","share_minutes_cluster_11","share_minutes_cluster_12","share_minutes_cluster_13","share_minutes_cluster_14","share_minutes_cluster_15","share_minutes_cluster_16","share_minutes_cluster_17","share_minutes_cluster_18","share_minutes_cluster_19","share_minutes_cluster_20","share_minutes_cluster_21","share_minutes_cluster_22","share_minutes_cluster_23","share_minutes_cluster_24","share_minutes_cluster_25","opposing_team_travel","selected_team_travel","opposing_team_rest","selected_team_rest","selected_team_matchup_wins","opposing_team_matchup_wins","home_team_selected","winrate_season_selected_team","winrate_season_selected_team_adj","winrate_season_opposing_team","winrate_season_opposing_team_adj","game_id","DATE","home_team_name","road_team_name","selected_team","opposing_team","roster","circumstances","performance","sim"
0.0583779429688284,-0.0106913814443288,0,0.0339320840236307,-0.00149236770078047,0,0,-0.0376614787339645,0,-0.0331160687164189,-0.0435118309826625,-0.0456184175272248,-0.0222560422719299,0.305936452324907,0.0189210713116285,0,0,0.00481614639812479,0,0,0.00388313921075249,0,0,0,0.00619994255114201,-2.73553854000465e-06,0,0,0,0,0,0,0.537307470841122,1.27382027906334,0,-1.10233531020313,0,"2017-04-14aBghinnnooossttW",2017-04-14,"Boston","Washington","Boston","Washington",0.237716455873164,0.537307470841122,0.17148496886021,99
-0.0583779429688284,0.0106913814443288,0,-0.0339320840236307,0.00149236770078047,0,0,0.0376614787339645,0,0.0331160687164189,0.0435118309826625,0.0456184175272248,0.0222560422719299,-0.305936452324907,-0.0189210713116285,0,0,-0.00481614639812479,0,0,-0.00388313921075249,0,0,0,-0.00619994255114201,2.73553854000465e-06,0,0,0,0,0,0,0,1.28472236382944,0,-1.09298095214816,0,"2017-04-14aBghinnnooossttW",2017-04-14,"Boston","Washington","Washington","Boston",-0.237716455873164,0,0.191741411681284,99
-0.0583779429688284,0.0106913814443288,0,-0.0339320840236307,0.00149236770078047,0,0,0.0376614787339645,0,0.0331160687164189,0.0435118309826625,0.0456184175272248,0.0222560422719299,-0.305936452324907,-0.0189210713116285,0,0,-0.00481614639812479,0,0,-0.00388313921075249,0,0,0,-0.00619994255114201,2.73553854000465e-06,0,0,0,0,0,0,0.537307470841122,1.28472236382944,0,-1.09298095214816,0,"2017-04-14aBghinnnooossttW",2017-04-14,"Washington","Boston","Washington","Boston",-0.237716455873164,0.537307470841122,0.191741411681284,99
-0.0583779429688284,0.0106913814443288,0,-0.0339320840236307,0.00149236770078047,0,0,0.0376614787339645,0,0.0331160687164189,0.0435118309826625,0.0456184175272248,0.0222560422719299,-0.305936452324907,-0.0189210713116285,0,0,-0.00481614639812479,0,0,-0.00388313921075249,0,0,0,-0.00619994255114201,2.73553854000465e-06,0,0,0,0,0,0,0.537307470841122,1.28472236382944,0,-1.09298095214816,0,"2017-04-14aBghinnnooossttW",2017-04-14,"Washington","Boston","Washington","Boston",-0.237716455873164,0.537307470841122,0.191741411681284,99
-0.0583779429688284,0.0106913814443288,0,-0.0339320840236307,0.00149236770078047,0,0,0.0376614787339645,0,0.0331160687164189,0.0435118309826625,0.0456184175272248,0.0222560422719299,-0.305936452324907,-0.0189210713116285,0,0,-0.00481614639812479,0,0,-0.00388313921075249,0,0,0,-0.00619994255114201,2.73553854000465e-06,0,0,0,0,0,0,0,1.28472236382944,0,-1.09298095214816,0,"2017-04-14aBghinnnooossttW",2017-04-14,"Boston","Washington","Washington","Boston",-0.237716455873164,0,0.191741411681284,99
-0.0583779429688284,0.0106913814443288,0,-0.0339320840236307,0.00149236770078047,0,0,0.0376614787339645,0,0.0331160687164189,0.0435118309826625,0.0456184175272248,0.0222560422719299,-0.305936452324907,-0.0189210713116285,0,0,-0.00481614639812479,0,0,-0.00388313921075249,0,0,0,-0.00619994255114201,2.73553854000465e-06,0,0,0,0,0,0,0.537307470841122,1.28472236382944,0,-1.09298095214816,0,"2017-04-14aBghinnnooossttW",2017-04-14,"Washington","Boston","Washington","Boston",-0.237716455873164,0.537307470841122,0.191741411681284,99
-0.0583779429688284,0.0106913814443288,0,-0.0339320840236307,0.00149236770078047,0,0,0.0376614787339645,0,0.0331160687164189,0.0435118309826625,0.0456184175272248,0.0222560422719299,-0.305936452324907,-0.0189210713116285,0,0,-0.00481614639812479,0,0,-0.00388313921075249,0,0,0,-0.00619994255114201,2.73553854000465e-06,0,0,0,0,0,0,0,1.28472236382944,0,-1.09298095214816,0,"2017-04-14aBghinnnooossttW",2017-04-14,"Boston","Washington","Washington","Boston",-0.237716455873164,0,0.191741411681284,99
-0.127542148235895,0,0,-0.0585767468401539,0,0.0527098961470998,0,-0.00828743709014706,0,0.0254213922023698,-0.00775110708968777,0.00657108742709483,0,0.313416653876347,0.0115441633775596,0.0702987983853027,0,-0.00494358373203182,-0.0868691902167822,0.0705553721542054,-0.00664703192800295,0,0,0,0,-3.11758929141999e-05,0,0,0,0,0,0,0.537307470841122,0.96120453716604,0,-0.931572484912128,0,"2017-04-14aCdeellnnooortTv",2017-04-14,"Cleveland","Toronto","Cleveland","Toronto",0.249868942544364,0.537307470841122,0.0296320522539116,99
0.127542148235895,0,0,0.0585767468401539,0,-0.0527098961470998,0,0.00828743709014706,0,-0.0254213922023698,0.00775110708968777,-0.00657108742709483,0,-0.313416653876347,-0.0115441633775596,-0.0702987983853027,0,0.00494358373203182,0.0868691902167822,-0.0705553721542054,0.00664703192800295,0,0,0,0,3.11758929141999e-05,0,0,0,0,0,0,0,1.08570594973886,0,-0.824746055238946,0,"2017-04-14aCdeellnnooortTv",2017-04-14,"Cleveland","Toronto","Toronto","Cleveland",-0.249868942544364,0,0.260959894499915,99
0.127542148235895,0,0,0.0585767468401539,0,-0.0527098961470998,0,0.00828743709014706,0,-0.0254213922023698,0.00775110708968777,-0.00657108742709483,0,-0.313416653876347,-0.0115441633775596,-0.0702987983853027,0,0.00494358373203182,0.0868691902167822,-0.0705553721542054,0.00664703192800295,0,0,0,0,3.11758929141999e-05,0,0,0,0,0,0,0.537307470841122,1.08570594973886,0,-0.824746055238946,0,"2017-04-14aCdeellnnooortTv",2017-04-14,"Toronto","Cleveland","Toronto","Cleveland",-0.249868942544364,0.537307470841122,0.260959894499915,99
0.127542148235895,0,0,0.0585767468401539,0,-0.0527098961470998,0,0.00828743709014706,0,-0.0254213922023698,0.00775110708968777,-0.00657108742709483,0,-0.313416653876347,-0.0115441633775596,-0.0702987983853027,0,0.00494358373203182,0.0868691902167822,-0.0705553721542054,0.00664703192800295,0,0,0,0,3.11758929141999e-05,0,0,0,0,0,0,0.537307470841122,1.08570594973886,0,-0.824746055238946,0,"2017-04-14aCdeellnnooortTv",2017-04-14,"Toronto","Cleveland","Toronto","Cleveland",-0.249868942544364,0.537307470841122,0.260959894499915,99
0.127542148235895,0,0,0.0585767468401539,0,-0.0527098961470998,0,0.00828743709014706,0,-0.0254213922023698,0.00775110708968777,-0.00657108742709483,0,-0.313416653876347,-0.0115441633775596,-0.0702987983853027,0,0.00494358373203182,0.0868691902167822,-0.0705553721542054,0.00664703192800295,0,0,0,0,3.11758929141999e-05,0,0,0,0,0,0,0,1.08570594973886,0,-0.824746055238946,0,"2017-04-14aCdeellnnooortTv",2017-04-14,"Cleveland","Toronto","Toronto","Cleveland",-0.249868942544364,0,0.260959894499915,99
