"share_minutes_cluster_0","opposing_team_travel","opposing_team_rest","selected_team_rest","selected_team_travel","selected_team_matchup_wins","opposing_team_matchup_wins","home_team_selected","winrate_season_selected_team","winrate_season_selected_team_adj","winrate_season_opposing_team","winrate_season_opposing_team_adj","game_id","DATE","home_team_name","road_team_name","selected_team","opposing_team","roster","circumstances","performance"
0.029459803674488,-0.0552179807012712,-0.152606683249102,0.153005485295255,-0.0542044474120538,0,0,0.675428824321198,1.25960057788356,7.36946702581751,-0.59686453033112,-25.0481627066454,"2019-10-29 aAeehikLLmMprss",2019-10-29,"LA Lakers","Memphis","LA Lakers","Memphis",0.029459803674488,0.566405198254026,-17.0159596332755
0.00974439660002294,-0.0522221163898808,-0.152606683249102,0.0765027426476273,-0.0512635725836363,0,0,0,1.24892969599485,7.3070355585762,-1.25126019976041,-52.5106912527723,"2019-10-29aaaAiilmMntt",2019-10-29,"Miami","Atlanta","Atlanta","Miami",0.00974439660002294,-0.179589629574991,-45.2059861979616
0.00362582199070621,-0.0306064368643114,-0.0763033416245508,0.153005485295255,-0.0300446516951989,0,0,0,1.29830855409127,7.59593338293695,-1.81439218561048,-76.143225756144,"2019-10-29aaDDeellnrsv",2019-10-29,"Denver","Dallas","Dallas","Denver",0.00362582199070621,0.0160510551111935,-69.0633760047263
-0.00909761852687358,-0.0129721864260256,-0.149318314179085,0.150057419691422,-0.0127561617592695,0,0,0.659474193191946,0.385146800407437,2.32095409239704,-0.821310656453811,-36.4213541596743,"2019-10-30 aaaCdhikllmnooOPrtty",2019-10-30,"Oklahoma City","Portland","Oklahoma City","Portland",-0.00909761852687358,0.634484950518988,-34.5365639233236
-0.0106897017690765,-0.0155550308923181,-0.149318314179085,0.150057419691422,-0.015295994346393,0,0,0,1.35052173350397,8.13845250935817,-1.19775690089434,-53.1150155448151,"2019-10-30 aACehilLpprstU",2019-10-30,"Utah","LA Clippers","LA Clippers","Utah",-0.0106897017690765,-0.0301119197263736,-44.8237982028473
0.00841529713735806,-0.0198963279616597,-0.149318314179085,0.150057419691422,-0.0195649961817707,0,0,0.659474193191946,0.569837438548848,3.4339283971771,-0.802863592639791,-35.6033116332599,"2019-10-30 adeeeGhilnnooPSttx",2019-10-30,"Golden State","Phoenix","Golden State","Phoenix",0.00841529713735806,0.620751974560853,-32.4024093901737
-0.00727809482149887,-0.0289046843060496,-0.149318314179085,0.150057419691422,-0.0284233371691956,0,0,0.659474193191946,0.545582782541735,3.28776609475153,-0.390528412665633,-17.3181408463928,"2019-10-30 adeklnNooOrrwY",2019-10-30,"Orlando","New York","Orlando","New York",-0.00727809482149887,0.602885277229038,-13.8753203817652
0.0332063076230886,-2.56789063957481e-09,-0.149318314179085,0.150057419691422,-2.52512778515211e-09,0,0,0,0.410841069834505,2.47579172759177,0,0,"2019-10-30aaacCeehlmnoorrSttt",2019-10-30,"Sacramento","Charlotte","Charlotte","Sacramento",0.0332063076230886,0.000739100419319071,2.88663279742628
0.0204696416854656,-0.0302614972144006,-0.223977471268627,0.150057419691422,-0.029757555192864,0,0,0.659474193191946,1.80295879648236,10.8649081147558,-1.6558568393511,-73.4296431074214,"2019-10-30aaadeehhiiillMnnopPst",2019-10-30,"Philadelphia","Minnesota","Philadelphia","Minnesota",0.0204696416854656,0.525535089207476,-62.4176330355344
0,-0.0149169071952693,-0.149318314179085,0.225086129537133,-0.014668497266514,0,0,0.659474193191946,0.552707073410347,3.33069817163608,0,0,"2019-10-30aaBdiIklnnnoory",2019-10-30,"Brooklyn","Indiana","Brooklyn","Indiana",0,0.705656604088211,3.88340524504643
