"","DATE","PLAYER_FULL_NAME","Cluster","points","assists","offensive_rebounds","defensive_rebounds","turnovers","threepointers_made","threepoint_attempts","steals","minutes","fieldgoal_attempts","fieldgoals_made","freethrow_attempts","freethrows_made","fouls","blocks"
"517",2015-10-30,"Mario Hezonja",23,3,0,0,0,2,1,3,1,14.27,3,1,0,0,2,0
"518",2014-10-29,"Mike Dunleavy",23,0,4,0,3,1,0,4,1,31.02,5,0,0,0,1,0
"519",2014-10-29,"Terrence Ross",23,13,3,0,3,0,3,5,1,28.28,11,5,0,0,2,1
"520",2014-10-29,"Tim Hardaway Jr.",23,7,1,0,0,0,1,6,0,17.88,10,2,2,2,2,0
"521",2014-10-29,"Vince Carter",23,4,1,0,1,0,0,4,1,16.37,7,1,2,2,4,0
"522",2014-10-31,"Austin Daye",24,6,2,0,2,1,2,6,2,19.15,7,2,0,0,4,0
"523",2014-10-30,"Ben Gordon",24,22,4,0,0,1,2,5,0,26.15,12,7,7,6,2,0
"524",2014-10-29,"CJ McCollum",24,2,1,1,1,3,0,2,0,15.72,4,1,0,0,3,0
"525",2014-11-17,"Danny Granger",24,4,0,0,0,1,0,2,0,20.43,5,2,0,0,2,1
"526",2014-10-28,"Isaiah Canaan",24,2,0,0,1,1,0,1,0,7.12,1,0,2,2,0,0
"527",2014-10-28,"John Salmons",24,0,1,1,1,0,0,0,0,9.53,0,0,0,0,3,0
"528",2015-11-20,"Jonathon Simmons",24,0,0,0,1,0,0,0,0,2.98,2,0,0,0,0,0
"529",2014-10-28,"Luke Ridnour",24,2,1,0,2,2,0,0,0,17.23,3,0,2,2,2,0
"530",2014-12-30,"Martell Webster",24,3,0,0,1,1,0,1,0,14.42,4,0,5,3,3,0
"531",2014-10-29,"Omri Casspi",24,4,1,0,2,2,0,1,0,15.4,3,1,2,2,2,0
"532",2014-10-29,"Perry Jones",24,3,0,1,2,0,0,3,0,30.68,9,1,2,1,2,0
"533",2014-11-03,"Reggie Bullock",24,12,1,0,2,1,4,6,0,18.03,7,4,0,0,2,0
"534",2014-10-30,"Sebastian Telfair",24,11,7,0,2,2,1,5,1,37.68,9,2,8,6,4,0
"535",2014-10-29,"Thabo Sefolosha",24,0,2,0,2,1,0,1,0,16.53,3,0,0,0,1,1
"536",2014-10-29,"Tony Snell",24,3,0,0,1,1,0,1,1,16.98,4,1,1,1,1,0
"537",2015-11-12,"Tyus Jones",24,0,0,0,0,0,0,1,0,1.18,1,0,0,0,0,0
"538",2014-10-28,"Willie Green",24,0,0,1,1,0,0,0,0,4.1,1,0,0,0,0,0
"539",2016-03-19,"Xavier Munford",24,7,1,2,1,0,0,1,0,19.7,5,3,2,1,2,0
"540",2014-10-29,"Andre Miller",25,0,1,0,1,0,0,1,0,10.4,1,0,0,0,1,0
"541",2014-10-29,"Andre Roberson",25,6,2,1,6,2,0,0,1,34.93,4,3,0,0,5,0
"542",2014-10-30,"Andrew Nicholson",25,0,1,0,1,0,0,0,0,5.22,1,0,0,0,1,0
"543",2014-10-29,"Anthony Bennett",25,9,1,0,3,3,0,0,0,13.9,8,4,2,1,1,0
"544",2014-10-29,"Anthony Tolliver",25,7,0,1,5,2,2,2,0,11.77,2,2,2,1,3,0
"545",2014-10-28,"Aron Baynes",25,4,0,0,2,2,0,0,0,17.82,3,2,0,0,3,1
"546",2014-10-29,"Beno Udrih",25,2,1,0,1,1,0,1,0,14.02,3,1,0,0,2,0
"547",2014-11-02,"Charles Hayes",25,0,1,2,1,2,0,0,0,11.5,3,0,0,0,2,0
"548",2014-10-28,"Cory Joseph",25,7,2,0,1,0,1,2,0,16.7,4,3,0,0,1,0
"549",2014-10-29,"Evan Turner",25,10,5,1,6,3,0,1,1,23.62,9,5,1,0,3,1
"550",2014-12-02,"Gigi Datome",25,7,1,0,1,1,1,3,1,12,8,3,0,0,1,0
"551",2014-11-01,"Glen Rice Jr.",25,4,0,0,0,0,0,1,0,4.95,3,1,3,2,1,0
"552",2014-10-28,"Jae Crowder",25,5,0,0,0,1,0,0,0,10.87,2,2,1,1,1,0
"553",2014-11-01,"James Ennis",25,5,1,1,1,0,1,1,0,7.9,3,2,0,0,1,0
"554",2014-10-29,"James Johnson",25,2,2,0,0,2,0,0,2,13.85,2,0,2,2,0,1
"555",2014-11-04,"James Jones",25,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0
"556",2014-10-29,"Jared Dudley",25,3,2,0,2,1,1,1,2,26.17,1,1,0,0,1,1
"557",2014-11-07,"Jeremy Lamb",25,17,0,1,2,1,1,6,0,41.38,15,8,1,0,4,1
"558",2014-11-03,"Jorge Gutierrez",25,4,0,0,0,0,0,0,0,4.68,3,2,0,0,2,0
"559",2014-11-01,"Justin Hamilton",25,2,0,1,1,1,0,0,0,5.8,1,1,0,0,0,0
"560",2014-10-29,"Kentavious Caldwell-Pope",25,7,3,2,5,1,1,8,0,35.65,19,3,0,0,1,1
"561",2014-11-12,"Mike Muscala",25,4,0,1,1,0,0,0,0,8.2,3,1,2,2,2,1
"562",2014-10-29,"O.J. Mayo",25,17,3,1,2,1,3,6,0,24.23,10,6,2,2,4,1
"563",2014-10-29,"Pablo Prigioni",25,4,3,0,2,0,0,3,3,17.32,4,1,3,2,1,0
"564",2014-10-31,"Quincy Pondexter",25,0,3,0,1,0,0,2,0,22.52,3,0,0,0,3,0
"565",2014-11-01,"Robbie Hummel",25,2,1,1,4,0,0,0,1,10.72,1,1,0,0,1,0
"566",2014-10-30,"Steve Novak",25,6,0,0,1,0,2,3,0,7.67,3,2,0,0,1,0
"567",2014-10-28,"Troy Daniels",25,2,0,0,0,0,0,5,0,8.72,5,0,2,2,2,0
"568",2014-10-29,"Will Barton",25,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0
