"","DATE","PLAYER_FULL_NAME","Cluster","points","assists","offensive_rebounds","defensive_rebounds","turnovers","threepointers_made","threepoint_attempts","steals","minutes","fieldgoal_attempts","fieldgoals_made","freethrow_attempts","freethrows_made","fouls","blocks"
"424",2014-10-28,"Luke Babbitt",15,0,0,0,0,0,0,0,0,2.48,0,0,0,0,0,0
"425",2014-10-29,"O.J. Mayo",15,17,3,1,2,1,3,6,0,24.23,10,6,2,2,4,1
"426",2014-11-01,"Robbie Hummel",15,2,1,1,4,0,0,0,1,10.72,1,1,0,0,1,0
"427",2014-10-30,"Steve Novak",15,6,0,0,1,0,2,3,0,7.67,3,2,0,0,1,0
"428",2014-10-28,"Troy Daniels",15,2,0,0,0,0,0,5,0,8.72,5,0,2,2,2,0
"429",2014-10-29,"Will Barton",15,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0
"430",2014-10-28,"Willie Green",15,0,0,1,1,0,0,0,0,4.1,1,0,0,0,0,0
"431",2015-10-30,"D'Angelo Russell",16,13,2,0,2,1,2,5,0,23.03,10,5,2,1,0,0
"432",2014-10-30,"Elfrid Payton",16,2,7,1,2,6,0,0,0,22.67,2,0,4,2,4,0
"433",2014-12-07,"Gal Mekel",16,2,4,0,0,0,0,1,0,12.48,5,1,0,0,0,0
"434",2014-10-31,"Kendall Marshall",16,0,0,0,0,1,0,0,0,4.98,0,0,0,0,0,0
"435",2014-10-29,"Kostas Papanikolaou",16,12,4,0,2,0,4,6,1,22.23,7,4,0,0,0,1
"436",2015-10-30,"Mario Hezonja",16,3,0,0,0,2,1,3,1,14.27,3,1,0,0,2,0
"437",2014-11-23,"Nick Calathes",16,0,0,1,0,0,0,1,0,8.1,1,0,0,0,0,0
"438",2014-10-29,"Norris Cole",16,23,2,0,3,3,3,7,0,27.78,15,9,2,2,1,0
"439",2014-11-01,"Phil Pressey",16,0,2,0,0,0,0,0,0,3.4,0,0,0,0,0,0
"440",2015-10-30,"Raul Neto",16,7,3,0,0,0,2,2,3,20.53,5,2,2,1,2,0
"441",2014-10-28,"Ronnie Price",16,7,3,0,1,2,1,3,2,26.93,7,1,4,4,3,0
"442",2014-11-01,"Shawne Williams",16,15,4,0,4,1,3,5,1,29,9,5,2,2,4,0
"443",2014-10-29,"Steve Blake",16,1,5,1,4,0,0,3,0,20.32,4,0,2,1,1,0
"444",2015-10-30,"TJ McConnell",16,2,4,1,1,3,0,0,2,26.5,4,1,0,0,1,0
"445",2015-02-09,"Toney Douglas",16,8,2,1,4,1,1,4,1,24.98,7,2,4,3,2,2
"446",2014-10-28,"James Harden",17,32,6,0,1,0,3,6,1,30.77,17,7,16,15,1,0
"447",2014-12-02,"Kevin Durant",17,27,2,0,3,5,3,8,0,29.57,18,9,7,6,2,0
"448",2014-10-30,"Kevin Love",17,19,4,3,11,2,3,6,0,38.03,14,6,4,4,1,0
"449",2014-10-30,"LeBron James",17,17,4,0,5,8,1,5,0,43.23,15,5,7,6,3,0
"450",2014-10-29,"Russell Westbrook",17,38,6,2,1,2,1,2,3,32.65,26,11,16,15,3,0
"451",2014-10-28,"Al-Farouq Aminu",19,0,0,1,1,1,0,2,0,5.48,2,0,0,0,1,0
"452",2014-10-30,"Anderson Varejao",19,10,1,3,1,2,0,0,1,27.27,5,4,2,2,0,1
"453",2015-01-02,"Andrea Bargnani",19,0,0,0,0,0,0,0,0,1.78,0,0,2,0,0,0
"454",2014-10-28,"Boris Diaw",19,5,6,1,8,4,1,3,0,33.47,6,2,0,0,2,0
"455",2014-10-29,"Brandon Bass",19,8,1,1,1,3,0,1,2,15.82,7,4,0,0,0,0
"456",2014-10-31,"Carl Landry",19,2,0,2,2,0,0,0,0,15.98,3,1,0,0,2,0
"457",2014-10-29,"Cody Zeller",19,11,0,1,1,2,0,0,1,19.82,6,3,5,5,3,0
"458",2014-12-04,"Dante Cunningham",19,2,0,1,2,1,0,0,1,11.82,6,1,0,0,2,0
"459",2014-10-29,"Drew Gooden",19,18,1,2,3,2,1,2,0,33.63,11,8,4,1,3,0
"460",2014-11-04,"Greg Stiemsma",19,4,1,3,0,1,0,0,1,12.58,2,2,0,0,5,0
"461",2014-11-07,"Jeremy Evans",19,0,0,0,0,0,0,0,0,3.85,1,0,0,0,0,0
"462",2014-10-29,"Jonas Jerebko",19,7,0,0,1,0,1,2,0,12.17,5,3,0,0,3,0
"463",2014-11-01,"Jusuf Nurkic",19,2,1,0,2,1,0,0,0,5.6,2,1,0,0,3,1
"464",2014-10-29,"Kendrick Perkins",19,4,0,5,3,0,0,0,1,20.58,3,2,0,0,2,1
"465",2014-10-29,"Kevin Garnett",19,10,3,0,6,4,0,0,0,22.68,8,5,0,0,2,0
"466",2015-11-08,"Larry Nance Jr.",19,2,0,1,5,1,0,0,0,17.23,2,1,0,0,3,0
"467",2014-10-29,"Michael Kidd-Gilchrist",19,17,3,3,5,1,0,0,0,33.7,8,6,6,5,4,3
"468",2014-10-31,"Nate Wolters",19,0,1,0,1,0,0,1,0,10.27,1,0,0,0,0,0
"469",2014-10-29,"Reggie Evans",19,0,1,2,3,1,0,0,0,6.9,3,0,0,0,0,0
"470",2014-10-28,"Robert Sacre",19,2,0,0,0,0,0,0,1,7.12,5,1,0,0,1,0
"471",2014-10-29,"Tony Allen",19,8,5,0,3,3,0,0,3,33.22,8,4,0,0,4,0
"472",2014-10-29,"Carmelo Anthony",20,14,3,2,2,3,1,3,1,28.8,13,5,4,3,1,0
"473",2014-10-29,"Damian Lillard",20,10,5,0,2,1,2,7,1,29.63,10,3,2,2,4,0
"474",2014-10-31,"Derrick Rose",20,20,4,3,1,2,2,6,0,25.3,16,8,3,2,1,0
"475",2014-10-29,"Eric Bledsoe",20,16,9,1,5,1,3,4,0,26.13,7,5,3,3,2,0
"476",2014-10-29,"Goran Dragic",20,18,2,0,5,1,0,2,1,26.2,12,6,6,6,2,0
"477",2014-10-29,"Gordon Hayward",20,8,7,2,6,1,0,3,1,38.13,11,3,2,2,1,0
"478",2014-10-29,"Isaiah Thomas",20,23,3,0,1,2,5,7,0,20.28,11,9,2,0,1,0
"479",2014-10-29,"John Wall",20,16,11,0,3,6,0,2,2,37.35,13,6,4,4,3,0
"480",2014-10-29,"Kyle Lowry",20,11,10,3,3,0,0,3,3,34.3,11,3,7,5,3,1
"481",2014-10-30,"Kyrie Irving",20,22,7,2,3,4,1,6,2,43.2,15,8,7,5,2,1
"482",2014-10-28,"Monta Ellis",20,26,6,1,3,3,1,2,1,37.22,21,11,4,3,0,0
"483",2014-10-29,"Stephen Curry",20,24,5,1,9,4,2,9,6,36.53,17,7,9,8,5,0
"484",2014-10-28,"Tyreke Evans",20,12,6,2,7,0,0,1,0,34.67,15,5,5,2,0,0
"485",2014-11-14,"Victor Oladipo",20,13,2,0,3,1,1,3,0,25.22,10,3,8,6,1,0
"486",2014-10-30,"Ben Gordon",21,22,4,0,0,1,2,5,0,26.15,12,7,7,6,2,0
"487",2014-10-29,"CJ McCollum",21,2,1,1,1,3,0,2,0,15.72,4,1,0,0,3,0
"488",2014-11-17,"Danny Granger",21,4,0,0,0,1,0,2,0,20.43,5,2,0,0,2,1
"489",2014-10-28,"John Salmons",21,0,1,1,1,0,0,0,0,9.53,0,0,0,0,3,0
"490",2015-11-20,"Jonathon Simmons",21,0,0,0,1,0,0,0,0,2.98,2,0,0,0,0,0
"491",2014-10-28,"Luke Ridnour",21,2,1,0,2,2,0,0,0,17.23,3,0,2,2,2,0
"492",2014-12-30,"Martell Webster",21,3,0,0,1,1,0,1,0,14.42,4,0,5,3,3,0
"493",2014-10-29,"Perry Jones",21,3,0,1,2,0,0,3,0,30.68,9,1,2,1,2,0
"494",2014-11-03,"Reggie Bullock",21,12,1,0,2,1,4,6,0,18.03,7,4,0,0,2,0
