"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Nicolas Batum","Out","Nov 9",2017-11-13,2017-11-12
"Nik Stauskas","Day-To-Day","Nov 11",2017-11-13,2017-11-12
"Nikola Mirotic","Out","Nov 11",2017-11-24,2017-11-12
"Norman Powell","Day-To-Day","Nov 12",2017-11-13,2017-11-12
"Patrick Beverley","Day-To-Day","Nov 9",2017-11-13,2017-11-12
"Robin Lopez","Day-To-Day","Nov 9",2017-11-13,2017-11-12
"Rondae Hollis-Jefferson","Day-To-Day","Nov 9",2017-11-13,2017-11-12
"Rudy Gay","Day-To-Day","Nov 11",2017-11-13,2017-11-12
"Seth Curry","Out","Nov 12",2017-11-18,2017-11-12
"Shaun Livingston","Day-To-Day","Nov 8",2017-11-13,2017-11-12
"Spencer Dinwiddie","Day-To-Day","Nov 11",2017-11-14,2017-11-12
"Stanley Johnson","Day-To-Day","Nov 9",2017-11-15,2017-11-12
"Stephen Curry","Day-To-Day","Nov 12",2017-11-13,2017-11-12
"Steven Adams","Day-To-Day","Nov 9",2017-11-15,2017-11-12
"Tony Allen","Day-To-Day","Nov 12",2017-11-15,2017-11-12
"Treveon Graham","Day-To-Day","Nov 9",2017-11-15,2017-11-12
"Trevor Booker","Out","Nov 9",2017-11-13,2017-11-12
"Tyler Johnson","Day-To-Day","Nov 9",2017-11-13,2017-11-12
"Tyler Zeller","Day-To-Day","Nov 11",2017-11-13,2017-11-12
"Tyson Chandler","Day-To-Day","Nov 9",2017-11-13,2017-11-12
"Vince Carter","Day-To-Day","Nov 9",2017-11-13,2017-11-12
"Wayne Selden","Out","Nov 11",2017-11-13,2017-11-12
" Nene","Out",NA,2017-11-14,2017-11-12
"Adreian Payne","Out",NA,2018-01-01,2017-11-12
"Al-Farouq Aminu","Out",NA,2017-11-17,2017-11-12
"Alan Williams","Out",NA,2018-03-15,2017-11-12
"Alexis Ajinca","Out",NA,2017-11-17,2017-11-12
"Brandon Knight","Out",NA,2018-10-25,2017-11-12
"C.J. Wilcox","Out",NA,2017-12-05,2017-11-12
"Chris Boucher","Out",NA,2018-01-01,2017-11-12
"Chris Paul","Out",NA,2017-11-18,2017-11-12
"Dante Exum","Out",NA,2018-03-01,2017-11-12
"David Nwaba","Out",NA,2017-11-21,2017-11-12
"Davon Reed","Out",NA,2017-12-26,2017-11-12
"Derrick White","Out",NA,2018-01-21,2017-11-12
"Devin Robinson","Out",NA,2017-12-01,2017-11-12
"Edmond Sumner","Out",NA,2018-02-01,2017-11-12
"Frank Jackson","Out",NA,2017-12-15,2017-11-12
"Glenn Robinson III","Out",NA,2018-01-15,2017-11-12
"Gordon Hayward","Out",NA,2018-04-07,2017-11-12
"Harry Giles","Out",NA,2018-01-02,2017-11-12
"Jabari Parker","Out",NA,2018-02-01,2017-11-12
"Jeremy Lin","Out",NA,2018-10-25,2017-11-12
"Joakim Noah","Out",NA,2017-11-13,2017-11-12
"Joe Johnson","Out",NA,2017-11-15,2017-11-12
"Julyan Stone","Out",NA,2017-12-01,2017-11-12
"Justin Patton","Out",NA,2017-12-01,2017-11-12
"Kawhi Leonard","Out",NA,2017-11-20,2017-11-12
"Larry Nance Jr.","Out",NA,2017-12-02,2017-11-12
"Markelle Fultz","Out",NA,2017-11-20,2017-11-12
"Milos Teodosic","Out",NA,2017-11-13,2017-11-12
"Omer Asik","Out",NA,2017-11-20,2017-11-12
"Rajon Rondo","Out",NA,2017-11-17,2017-11-12
"Rodney McGruder","Out",NA,2018-01-15,2017-11-12
"Rudy Gobert","Out",NA,2017-12-13,2017-11-12
"Sheldon Mac","Out",NA,2018-04-11,2017-11-12
"Solomon Hill","Out",NA,2018-02-28,2017-11-12
"Tony Parker","Out",NA,2017-11-20,2017-11-12
"Tristan Thompson","Out",NA,2017-12-02,2017-11-12
"Wade Baldwin IV","Out",NA,2017-12-09,2017-11-12
"Zach LaVine","Out",NA,2017-12-04,2017-11-12
