"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Malachi Richardson","Day-To-Day","Dec 17",2017-12-19,2017-12-18
"Marcus Morris","Out","Dec 15",2017-12-23,2017-12-18
"Matthew Dellavedova","Out","Dec 16",2017-12-19,2017-12-18
"Mike Conley","Out","Dec 14",2017-12-20,2017-12-18
"Mike Muscala","Day-To-Day","Dec 15",2017-12-18,2017-12-18
"Milos Teodosic","Day-To-Day","Dec 15",2017-12-19,2017-12-18
"Mirza Teletovic","Out","Dec 14",2018-02-01,2017-12-18
"Nemanja Bjelica","Out","Dec 17",2017-12-19,2017-12-18
"Nene Hilario","Day-To-Day","Dec 16",2017-12-19,2017-12-18
"Nick Young","Day-To-Day","Dec 17",2017-12-19,2017-12-18
"Nikola Jokic","Day-To-Day","Dec 15",2017-12-19,2017-12-18
"Serge Ibaka","Day-To-Day","Dec 17",2017-12-20,2017-12-18
"Shaun Livingston","Day-To-Day","Dec 17",2017-12-20,2017-12-18
"Stephen Curry","Out","Dec 16",2017-12-20,2017-12-18
"Steven Adams","Day-To-Day","Dec 17",2017-12-20,2017-12-18
"Thaddeus Young","Day-To-Day","Dec 16",2017-12-19,2017-12-18
"Tony Parker","Day-To-Day","Dec 16",2017-12-19,2017-12-18
"Tony Snell","Out","Dec 16",2017-12-19,2017-12-18
"Trevor Booker","Day-To-Day","Dec 17",2017-12-21,2017-12-18
"Tristan Thompson","Day-To-Day","Dec 17",2017-12-19,2017-12-18
"Tyreke Evans","Day-To-Day","Dec 16",2017-12-19,2017-12-18
"Wayne Selden","Out","Dec 16",2017-12-19,2017-12-18
"Will Barton","Day-To-Day","Dec 14",2017-12-19,2017-12-18
"Zach Randolph","Day-To-Day","Dec 17",2017-12-19,2017-12-18
"Zaza Pachulia","Out","Dec 17",2017-12-20,2017-12-18
"Zhou Qi","Out","Dec 14",2017-12-19,2017-12-18
"Alan Williams","Out",NA,2018-03-15,2017-12-18
"Alexis Ajinca","Out",NA,2018-04-07,2017-12-18
"Blake Griffin","Out",NA,2018-01-28,2017-12-18
"Brandon Knight","Out",NA,2018-10-25,2017-12-18
"C.J. Wilcox","Out",NA,2017-12-20,2017-12-18
"Cameron Payne","Out",NA,2017-12-19,2017-12-18
"Chris Boucher","Out",NA,2018-01-01,2017-12-18
"Cody Zeller","Out",NA,2018-01-22,2017-12-18
"D'Angelo Russell","Out",NA,2018-01-01,2017-12-18
"Dante Exum","Out",NA,2018-03-01,2017-12-18
"Davon Reed","Out",NA,2017-12-26,2017-12-18
"Dennis Smith Jr.","Out",NA,2017-12-19,2017-12-18
"Derrick Favors","Out",NA,2017-12-19,2017-12-18
"Derrick Rose","Out",NA,2017-12-20,2017-12-18
"Devin Booker","Out",NA,2017-12-26,2017-12-18
"DeWayne Dedmon","Out",NA,2017-12-20,2017-12-18
"Edmond Sumner","Out",NA,2018-02-01,2017-12-18
"Frank Jackson","Out",NA,2017-12-25,2017-12-18
"Glenn Robinson III","Out",NA,2018-01-15,2017-12-18
"Gordon Hayward","Out",NA,2018-04-07,2017-12-18
"Harry Giles","Out",NA,2018-01-02,2017-12-18
"Iman Shumpert","Out",NA,2018-01-18,2017-12-18
"Jabari Parker","Out",NA,2018-02-01,2017-12-18
"Jason Terry","Out",NA,2017-12-19,2017-12-18
"Jeremy Lin","Out",NA,2018-10-25,2017-12-18
"Johnny O'Bryant","Out",NA,2017-12-18,2017-12-18
"Jon Leuer","Out",NA,2018-01-03,2017-12-18
"Justin Anderson","Out",NA,2017-12-23,2017-12-18
"Kyle Anderson","Out",NA,2017-12-18,2017-12-18
"Lucas Nogueira","Out",NA,2017-12-23,2017-12-18
"Markelle Fultz","Out",NA,2017-12-31,2017-12-18
"Nerlens Noel","Out",NA,2017-12-29,2017-12-18
"Okaro White","Out",NA,2018-02-07,2017-12-18
"Otto Porter","Out",NA,2017-12-19,2017-12-18
"Patrick Beverley","Out",NA,2018-10-25,2017-12-18
"Paul Millsap","Out",NA,2018-03-26,2017-12-18
"Raul Neto","Out",NA,2017-12-20,2017-12-18
"Rodney McGruder","Out",NA,2018-01-15,2017-12-18
"Rudy Gobert","Out",NA,2018-01-17,2017-12-18
"Seth Curry","Out",NA,2018-01-01,2017-12-18
"Sheldon Mac","Out",NA,2018-04-11,2017-12-18
"Solomon Hill","Out",NA,2018-02-20,2017-12-18
"Terrence Ross","Out",NA,2018-02-03,2017-12-18
"Tim Hardaway Jr.","Out",NA,2017-12-21,2017-12-18
"Tony Allen","Out",NA,2018-01-03,2017-12-18
"Wade Baldwin IV","Out",NA,2017-12-19,2017-12-18
"Wayne Selden Jr.","Out",NA,2017-12-20,2017-12-18
"Zach LaVine","Out",NA,2018-01-01,2017-12-18
