"PLAYER_FULL_NAME","OWN_TEAM","Position","Age","Height","Weight","Salary","Team","injury_status","injury_date","clean_note","return_date","injury_scrape_date"
"Chris Boucher",NA,"PF",27,"6' 9""",200,1588231,"5",NA,NA,NA,NA,NA
"Dewan Hernandez",NA,"C",23,"6' 10""",235,898310,"5",NA,NA,NA,NA,NA
"Fred VanVleet",NA,"SG",26,"6' 1""",197,9346153,"5",NA,NA,NA,NA,NA
"Kyle Lowry",NA,"PG",34,"6' 0""",196,34996296,"5",NA,NA,NA,NA,NA
"Malcolm Miller",NA,"SG",27,"6' 7""",210,1588231,"5",NA,NA,NA,NA,NA
"Marc Gasol",NA,"C",35,"6' 11""",255,25595700,"5",NA,NA,NA,NA,NA
"Matt Thomas",NA,"SG",26,"6' 4""",190,898310,"5",NA,NA,NA,NA,NA
"Norman Powell",NA,"SG",27,"6' 3""",215,10116576,"5",NA,NA,NA,NA,NA
"OG Anunoby",NA,"SF",23,"6' 7""",232,2281800,"5",NA,NA,NA,NA,NA
"Oshae Brissett",NA,"SF",22,"6' 7""",210,NA,"5","Out",NA,"Game Time Decision",2020-08-11,2020-08-10
"Pascal Siakam",NA,"PF",26,"6' 9""",230,2351839,"5",NA,NA,NA,NA,NA
"Patrick McCaw",NA,"SF",24,"6' 7""",181,4e+06,"5","Out",NA,"Aug 24",2020-08-24,2020-08-10
"Paul Watson",NA,"SF",25,"6' 6""",210,NA,"5",NA,NA,NA,NA,NA
"Rondae Hollis-Jefferson",NA,"SF",25,"6' 6""",217,2500000,"5",NA,NA,NA,NA,NA
"Serge Ibaka",NA,"C",30,"7' 0""",235,23271604,"5",NA,NA,NA,NA,NA
"Stanley Johnson",NA,"SF",24,"6' 6""",242,3623000,"5",NA,NA,NA,NA,NA
"Terence Davis",NA,"SG",23,"6' 4""",201,898310,"5",NA,NA,NA,NA,NA
"Adam Mokoka",NA,"SG",22,"6' 5""",190,NA,"6",NA,NA,NA,NA,NA
"Chandler Hutchison",NA,"SF",24,"6' 7""",210,2332320,"6","Out",NA,"Out for the season",2021-08-10,2020-08-10
"Coby White",NA,"PG",20,"6' 4""",195,5307120,"6",NA,NA,NA,NA,NA
"Cristiano Felicio",NA,"PF",28,"6' 10""",270,8156500,"6",NA,NA,NA,NA,NA
"Daniel Gafford",NA,"PF",21,"6' 10""",234,898310,"6",NA,NA,NA,NA,NA
"Denzel Valentine",NA,"SG",26,"6' 4""",220,3377569,"6",NA,NA,NA,NA,NA
"Kris Dunn",NA,"PG",26,"6' 3""",205,5348007,"6","Out",NA,"Out for the season",2021-08-10,2020-08-10
"Lauri Markkanen",NA,"PF",23,"7' 0""",240,5300400,"6",NA,NA,NA,NA,NA
"Luke Kornet",NA,"C",25,"7' 2""",250,2250000,"6","Out",NA,"Aug 31",2020-08-31,2020-08-10
"Max Strus",NA,"SG",24,"6' 5""",215,898310,"6","Out",NA,"Out for the season",2021-08-10,2020-08-10
"Otto Porter Jr.",NA,"SF",27,"6' 8""",198,27250575,"6",NA,NA,NA,NA,NA
"Ryan Arcidiacono",NA,"PG",26,"6' 3""",195,3e+06,"6",NA,NA,NA,NA,NA
"Shaquille Harrison",NA,"PG",26,"6' 7""",190,1620564,"6",NA,NA,NA,NA,NA
"Thaddeus Young",NA,"PF",32,"6' 8""",235,12900000,"6",NA,NA,NA,NA,NA
"Tomas Satoransky",NA,"SG",28,"6' 7""",210,1e+07,"6",NA,NA,NA,NA,NA
"Wendell Carter Jr.",NA,"C",21,"6' 9""",270,5201400,"6",NA,NA,NA,NA,NA
"Zach LaVine",NA,"PG",25,"6' 6""",200,19500000,"6",NA,NA,NA,NA,NA
"Alfonzo McKinnie",NA,"SF",27,"6' 7""",215,1500000,"7",NA,NA,NA,NA,NA
"Andre Drummond",NA,"C",26,"6' 10""",279,27093019,"7",NA,NA,NA,NA,NA
"Ante Zizic",NA,"C",23,"6' 10""",266,2281800,"7",NA,NA,NA,NA,NA
"Cedi Osman",NA,"SF",25,"6' 7""",230,2907143,"7",NA,NA,NA,NA,NA
"Collin Sexton",NA,"PG",21,"6' 1""",190,4764960,"7",NA,NA,NA,NA,NA
"Dante Exum",NA,"PG",25,"6' 5""",214,9600000,"7","Out",NA,"Nov 1",2020-11-01,2020-08-10
"Darius Garland",NA,"PG",20,"6' 1""",192,6400920,"7",NA,NA,NA,NA,NA
"Dean Wade",NA,"PF",23,"6' 9""",228,NA,"7",NA,NA,NA,NA,NA
"Dylan Windler",NA,"SG",23,"6' 6""",196,2035800,"7","Out",NA,"Out for the season",2021-08-10,2020-08-10
"Jordan Bell",NA,"PF",25,"6' 8""",216,1620564,"7",NA,NA,NA,NA,NA
"Kevin Love",NA,"PF",31,"6' 8""",251,28942830,"7",NA,NA,NA,NA,NA
"Kevin Porter Jr.",NA,"SG",20,"6' 4""",203,1290960,"7",NA,NA,NA,NA,NA
"Larry Nance Jr.",NA,"PF",27,"6' 7""",245,12727273,"7",NA,NA,NA,NA,NA
"Matt Mooney",NA,"SG",25,"6' 3""",200,NA,"7",NA,NA,NA,NA,NA
"Matthew Dellavedova",NA,"PG",29,"6' 3""",200,9607500,"7",NA,NA,NA,NA,NA
"Tristan Thompson",NA,"C",29,"6' 9""",254,18539130,"7",NA,NA,NA,NA,NA
"Blake Griffin",NA,"PF",31,"6' 9""",250,34449964,"8",NA,NA,NA,NA,NA
"Brandon Knight",NA,"PG",28,"6' 2""",182,15643750,"8",NA,NA,NA,NA,NA
"Bruce Brown",NA,"SG",23,"6' 4""",202,1416852,"8",NA,NA,NA,NA,NA
"Christian Wood",NA,"PF",24,"6' 10""",214,1645357,"8",NA,NA,NA,NA,NA
"Derrick Rose",NA,"PG",31,"6' 2""",200,7317073,"8",NA,NA,NA,NA,NA
"John Henson",NA,"PF",29,"6' 9""",219,9732396,"8",NA,NA,NA,NA,NA
"Jordan Bone",NA,"PG",22,"6' 3""",180,NA,"8",NA,NA,NA,NA,NA
"Jordan McRae",NA,"SG",29,"6' 5""",179,1645357,"8",NA,NA,NA,NA,NA
"Justin Patton",NA,"C",23,"6' 11""",241,1620564,"8",NA,NA,NA,NA,NA
"Khyri Thomas",NA,"SG",24,"6' 3""",210,1416852,"8",NA,NA,NA,NA,NA
"Langston Galloway",NA,"SG",28,"6' 1""",200,7333333,"8",NA,NA,NA,NA,NA
"Louis King",NA,"SF",21,"6' 7""",205,NA,"8",NA,NA,NA,NA,NA
"Luke Kennard",NA,"SG",24,"6' 5""",206,3827160,"8",NA,NA,NA,NA,NA
"Sekou Doumbouya",NA,"SF",19,"6' 8""",230,3285120,"8",NA,NA,NA,NA,NA
"Sviatoslav Mykhailiuk",NA,"SG",23,"6' 7""",205,1416852,"8",NA,NA,NA,NA,NA
"Thon Maker",NA,"C",23,"7' 0""",221,3569643,"8",NA,NA,NA,NA,NA
"Tony Snell",NA,"SF",28,"6' 6""",213,11392857,"8",NA,NA,NA,NA,NA
"Aaron Holiday",NA,"PG",23,"6' 0""",185,2329200,"9",NA,NA,NA,NA,NA
"Alize Johnson",NA,"PF",24,"6' 7""",212,1416852,"9",NA,NA,NA,NA,NA
"Brian Bowen II",NA,"SG",21,"6' 6""",190,NA,"9",NA,NA,NA,NA,NA
"Domantas Sabonis",NA,"PF",24,"6' 11""",240,3529555,"9","Out",NA,"Aug 12",2020-08-12,2020-08-10
"Doug McDermott",NA,"SF",28,"6' 7""",225,7333333,"9",NA,NA,NA,NA,NA
"Edmond Sumner",NA,"PG",24,"6' 4""",196,2e+06,"9",NA,NA,NA,NA,NA
"Goga Bitadze",NA,"C",21,"6' 11""",250,2816760,"9",NA,NA,NA,NA,NA
"JaKarr Sampson",NA,"SF",27,"6' 7""",214,1620564,"9",NA,NA,NA,NA,NA
"Jeremy Lamb",NA,"SG",28,"6' 5""",180,10500000,"9","Out",NA,"Out for the season",2021-08-10,2020-08-10
"Justin Holiday",NA,"SF",31,"6' 6""",180,4767000,"9",NA,NA,NA,NA,NA
"Malcolm Brogdon",NA,"PG",27,"6' 5""",229,2e+07,"9",NA,NA,NA,NA,NA
"Myles Turner",NA,"C",24,"6' 11""",250,1.8e+07,"9",NA,NA,NA,NA,NA
"Naz Mitrou-Long",NA,"SG",27,"6' 3""",218,NA,"9",NA,NA,NA,NA,NA
"T.J. Leaf",NA,"PF",23,"6' 10""",222,2813280,"9",NA,NA,NA,NA,NA
"T.J. McConnell",NA,"PG",28,"6' 1""",190,3500000,"9",NA,NA,NA,NA,NA
"T.J. Warren",NA,"SF",26,"6' 8""",220,10810000,"9","Out",NA,"Game Time Decision",2020-08-11,2020-08-10
"Victor Oladipo",NA,"SG",28,"6' 4""",213,2.1e+07,"9",NA,NA,NA,NA,NA
"Brook Lopez",NA,"C",32,"7' 0""",282,12093023,"10",NA,NA,NA,NA,NA
"Cameron Reynolds",NA,"SG",25,"6' 7""",225,NA,"10",NA,NA,NA,NA,NA
"D.J. Wilson",NA,"PF",24,"6' 10""",231,2961120,"10",NA,NA,NA,NA,NA
"Donte DiVincenzo",NA,"SG",23,"6' 4""",203,2905800,"10",NA,NA,NA,NA,NA
"Eric Bledsoe",NA,"PG",30,"6' 1""",214,15625000,"10",NA,NA,NA,NA,NA
"Ersan Ilyasova",NA,"PF",33,"6' 9""",235,7e+06,"10",NA,NA,NA,NA,NA
"Frank Mason III",NA,"PG",26,"5' 11""",190,NA,"10",NA,NA,NA,NA,NA
"George Hill",NA,"PG",34,"6' 3""",188,9133907,"10",NA,NA,NA,NA,NA
"Giannis Antetokounmpo",NA,"PF",25,"6' 11""",242,25842697,"10","Out",NA,"Game Time Decision",2020-08-11,2020-08-10
"Khris Middleton",NA,"SF",28,"6' 7""",222,30603448,"10",NA,NA,NA,NA,NA
"Kyle Korver",NA,"SG",39,"6' 7""",212,1620564,"10",NA,NA,NA,NA,NA
"Marvin Williams",NA,"PF",34,"6' 8""",237,604278,"10",NA,NA,NA,NA,NA
"Pat Connaughton",NA,"SG",27,"6' 5""",209,1723050,"10",NA,NA,NA,NA,NA
"Robin Lopez",NA,"C",32,"7' 0""",281,4767000,"10",NA,NA,NA,NA,NA
"Sterling Brown",NA,"SG",25,"6' 5""",219,1618520,"10",NA,NA,NA,NA,NA
"Thanasis Antetokounmpo",NA,"SF",28,"6' 6""",219,1445697,"10",NA,NA,NA,NA,NA
"Wesley Matthews",NA,"SG",33,"6' 4""",220,2564753,"10",NA,NA,NA,NA,NA
"Bol Bol",NA,"C",20,"7' 2""",220,NA,"11",NA,NA,NA,NA,NA
"Gary Harris",NA,"SG",25,"6' 4""",210,17839286,"11","Out",NA,"Aug 12",2020-08-12,2020-08-10
"Jamal Murray",NA,"PG",23,"6' 4""",215,4444746,"11",NA,NA,NA,NA,NA
"Jerami Grant",NA,"PF",26,"6' 8""",210,9346153,"11",NA,NA,NA,NA,NA
"Keita Bates-Diop",NA,"SF",24,"6' 8""",229,1416852,"11",NA,NA,NA,NA,NA
"Mason Plumlee",NA,"PF",30,"6' 11""",254,14041096,"11",NA,NA,NA,NA,NA
"Michael Porter Jr.",NA,"PF",22,"6' 10""",218,3389400,"11",NA,NA,NA,NA,NA
"Monte Morris",NA,"PG",25,"6' 2""",183,1588231,"11",NA,NA,NA,NA,NA
"Nikola Jokic",NA,"C",25,"7' 0""",284,27504630,"11",NA,NA,NA,NA,NA
"Noah Vonleh",NA,"PF",24,"6' 10""",257,2e+06,"11",NA,NA,NA,NA,NA
"Paul Millsap",NA,"PF",35,"6' 7""",257,30350000,"11",NA,NA,NA,NA,NA
"PJ Dozier",NA,"PG",23,"6' 6""",205,NA,"11",NA,NA,NA,NA,NA
"Torrey Craig",NA,"SF",29,"6' 7""",221,2e+06,"11",NA,NA,NA,NA,NA
"Troy Daniels",NA,"SG",29,"6' 4""",205,384541,"11","Out",NA,"Game Time Decision",2020-08-11,2020-08-10
"Tyler Cook",NA,"PF",22,"6' 8""",255,NA,"11",NA,NA,NA,NA,NA
"Vlatko Cancar",NA,"SF",23,"6' 8""",236,898310,"11","Out",NA,"Aug 14",2020-08-14,2020-08-10
"Will Barton",NA,"SF",29,"6' 5""",181,12776786,"11","Out",NA,"Aug 12",2020-08-12,2020-08-10
"D'Angelo Russell",NA,"SG",24,"6' 4""",193,27285000,"12",NA,NA,NA,NA,NA
"Evan Turner",NA,"SG",31,"6' 6""",220,18606556,"12",NA,NA,NA,NA,NA
"Jacob Evans",NA,"SG",23,"6' 4""",210,1925880,"12",NA,NA,NA,NA,NA
"Jake Layman",NA,"SF",26,"6' 8""",209,3581986,"12",NA,NA,NA,NA,NA
"James Johnson",NA,"PF",33,"6' 7""",240,15349400,"12",NA,NA,NA,NA,NA
"Jarred Vanderbilt",NA,"PF",21,"6' 9""",214,1416852,"12",NA,NA,NA,NA,NA
"Jarrett Culver",NA,"SG",21,"6' 6""",195,5813640,"12",NA,NA,NA,NA,NA
"Jaylen Nowell",NA,"SG",21,"6' 4""",201,1400000,"12",NA,NA,NA,NA,NA
"Jordan McLaughlin",NA,"PG",24,"5' 11""",185,NA,"12",NA,NA,NA,NA,NA
"Josh Okogie",NA,"SF",21,"6' 4""",213,2530680,"12",NA,NA,NA,NA,NA
"Juan Hernangomez",NA,"PF",24,"6' 9""",214,3321030,"12",NA,NA,NA,NA,NA
"Karl-Anthony Towns",NA,"C",24,"6' 11""",248,27285000,"12","Out",NA,"Game Time Decision",2020-08-11,2020-08-10
"Kelan Martin",NA,"SF",25,"6' 5""",230,NA,"12",NA,NA,NA,NA,NA
"Malik Beasley",NA,"SG",23,"6' 4""",187,2731714,"12",NA,NA,NA,NA,NA
"Naz Reid",NA,"C",20,"6' 9""",264,898310,"12",NA,NA,NA,NA,NA
"Omari Spellman",NA,"PF",23,"6' 8""",245,1897800,"12",NA,NA,NA,NA,NA
"Abdel Nader",NA,"SF",26,"6' 5""",225,1618520,"13",NA,NA,NA,NA,NA
"Andre Roberson",NA,"SG",28,"6' 7""",210,10740740,"13",NA,NA,NA,NA,NA
"Chris Paul",NA,"PG",35,"6' 1""",175,38506482,"13",NA,NA,NA,NA,NA
"Danilo Gallinari",NA,"PF",32,"6' 10""",233,22615559,"13","Out",NA,"Aug 12",2020-08-12,2020-08-10
"Darius Bazley",NA,"SF",20,"6' 8""",208,2284800,"13",NA,NA,NA,NA,NA
"Dennis Schroder",NA,"PG",26,"6' 1""",172,15500000,"13","Out",NA,"Aug 12",2020-08-12,2020-08-10
"Deonte Burton",NA,"SG",26,"6' 4""",240,1416852,"13",NA,NA,NA,NA,NA
"Devon Hall",NA,"SG",25,"6' 2""",215,NA,"13",NA,NA,NA,NA,NA
"Hamidou Diallo",NA,"SG",22,"6' 5""",202,1416852,"13",NA,NA,NA,NA,NA
"Isaiah Roby",NA,"SF",22,"6' 8""",230,1500000,"13",NA,NA,NA,NA,NA
"Kevin Hervey",NA,"PF",24,"6' 9""",230,NA,"13",NA,NA,NA,NA,NA
"Luguentz Dort",NA,"SG",21,"6' 3""",215,155647,"13",NA,NA,NA,NA,NA
"Mike Muscala",NA,"PF",29,"6' 10""",240,2028594,"13",NA,NA,NA,NA,NA
"Nerlens Noel",NA,"C",26,"6' 10""",220,1620564,"13","Out",NA,"Aug 12",2020-08-12,2020-08-10
"Shai Gilgeous-Alexander",NA,"SG",22,"6' 5""",180,3952920,"13","Out",NA,"Aug 12",2020-08-12,2020-08-10
"Steven Adams",NA,"C",27,"6' 11""",265,25842697,"13","Out",NA,"Aug 12",2020-08-12,2020-08-10
"Terrance Ferguson",NA,"SF",22,"6' 6""",190,2475840,"13",NA,NA,NA,NA,NA
"Anfernee Simons","Portland","SG",21,"6' 3""",181,2149560,"Portland Trail Blazers",NA,NA,NA,NA,NA
"Caleb Swanigan","Portland","PF",23,"6' 9""",260,2033160,"Portland Trail Blazers",NA,NA,NA,NA,NA
"Carmelo Anthony","Portland","PF",36,"6' 8""",238,1364204,"Portland Trail Blazers",NA,NA,NA,NA,NA
"CJ McCollum","Portland","SG",28,"6' 3""",190,27556959,"Portland Trail Blazers",NA,NA,NA,NA,NA
"Damian Lillard","Portland","PG",30,"6' 2""",195,29802321,"Portland Trail Blazers",NA,NA,NA,NA,NA
"Gary Trent Jr.","Portland","SG",21,"6' 5""",209,1416852,"Portland Trail Blazers",NA,NA,NA,NA,NA
"Hassan Whiteside","Portland","C",31,"7' 0""",265,27093017,"Portland Trail Blazers","Out",NA,"Game Time Decision",2020-08-11,2020-08-10
"Jaylen Adams","Portland","PG",24,"6' 2""",190,NA,"Portland Trail Blazers",NA,NA,NA,NA,NA
"Jaylen Hoard","Portland","SF",21,"6' 8""",216,NA,"Portland Trail Blazers",NA,NA,NA,NA,NA
"Jusuf Nurkic","Portland","C",25,"7' 0""",290,13125000,"Portland Trail Blazers",NA,NA,NA,NA,NA
"Mario Hezonja","Portland","SF",25,"6' 8""",220,1737145,"Portland Trail Blazers",NA,NA,NA,NA,NA
"Moses Brown","Portland","C",20,"7' 2""",245,NA,"Portland Trail Blazers",NA,NA,NA,NA,NA
"Nassir Little","Portland","SF",20,"6' 5""",220,2105520,"Portland Trail Blazers",NA,NA,NA,NA,NA
"Rodney Hood","Portland","SF",27,"6' 8""",208,5718000,"Portland Trail Blazers",NA,NA,NA,NA,NA
"Trevor Ariza","Portland","SF",35,"6' 8""",215,12195122,"Portland Trail Blazers",NA,NA,NA,NA,NA
"Wenyen Gabriel","Portland","PF",23,"6' 9""",205,1445697,"Portland Trail Blazers",NA,NA,NA,NA,NA
"Zach Collins","Portland","PF",22,"6' 11""",250,4240200,"Portland Trail Blazers",NA,NA,NA,NA,NA
"Bojan Bogdanovic",NA,"SF",31,"6' 8""",226,1.7e+07,"15",NA,NA,NA,NA,NA
"Donovan Mitchell",NA,"SG",23,"6' 1""",215,3635760,"15","Out",NA,"Aug 13",2020-08-13,2020-08-10
"Ed Davis",NA,"C",31,"6' 9""",218,4767000,"15",NA,NA,NA,NA,NA
"Emmanuel Mudiay",NA,"PG",24,"6' 3""",200,1620564,"15",NA,NA,NA,NA,NA
"Georges Niang",NA,"SF",27,"6' 7""",230,1645357,"15",NA,NA,NA,NA,NA
"Jarrell Brantley",NA,"PF",24,"6' 5""",250,NA,"15",NA,NA,NA,NA,NA
"Joe Ingles",NA,"SG",32,"6' 7""",220,11954546,"15",NA,NA,NA,NA,NA
"Jordan Clarkson",NA,"PG",28,"6' 4""",192,13437500,"15",NA,NA,NA,NA,NA
"Justin Wright-Foreman",NA,"PG",22,"6' 0""",190,NA,"15",NA,NA,NA,NA,NA
"Juwan Morgan",NA,"SF",23,"6' 7""",232,746054,"15","Out",NA,"Game Time Decision",2020-08-11,2020-08-10
"Mike Conley",NA,"PG",32,"6' 1""",175,32511624,"15",NA,NA,NA,NA,NA
"Miye Oni",NA,"SG",23,"6' 5""",206,898310,"15",NA,NA,NA,NA,NA
"Nigel Williams-Goss",NA,"PG",25,"6' 2""",190,1500000,"15","Out",NA,"Aug 13",2020-08-13,2020-08-10
"Rayjon Tucker",NA,"SG",22,"6' 3""",209,578573,"15",NA,NA,NA,NA,NA
"Royce O'Neale",NA,"SF",27,"6' 4""",226,1618520,"15",NA,NA,NA,NA,NA
"Rudy Gobert",NA,"C",28,"7' 1""",258,23241573,"15",NA,NA,NA,NA,NA
"Tony Bradley",NA,"C",22,"6' 10""",248,1962360,"15",NA,NA,NA,NA,NA
"Alen Smailagic",NA,"PF",19,"6' 10""",215,898310,"16",NA,NA,NA,NA,NA
"Andrew Wiggins",NA,"SF",25,"6' 7""",197,27504630,"16",NA,NA,NA,NA,NA
"Damion Lee",NA,"SG",27,"6' 5""",210,842327,"16",NA,NA,NA,NA,NA
"Draymond Green",NA,"PF",30,"6' 6""",230,18539130,"16",NA,NA,NA,NA,NA
"Eric Paschall",NA,"PF",23,"6' 6""",255,898310,"16",NA,NA,NA,NA,NA
"Jordan Poole",NA,"SG",21,"6' 4""",194,1964760,"16",NA,NA,NA,NA,NA
"Juan Toscano-Anderson",NA,"SF",27,"6' 6""",209,350189,"16",NA,NA,NA,NA,NA
"Kevon Looney",NA,"PF",24,"6' 9""",222,4464226,"16","Out",NA,"Out for the season",2021-08-10,2020-08-10
"Klay Thompson",NA,"SG",30,"6' 6""",215,32742000,"16",NA,NA,NA,NA,NA
"Ky Bowman",NA,"PG",23,"6' 1""",187,350189,"16",NA,NA,NA,NA,NA
"Marquese Chriss",NA,"C",23,"6' 9""",240,654469,"16",NA,NA,NA,NA,NA
