"PLAYER_FULL_NAME","OWN_TEAM","Position","Age","Height","Weight","Salary","Team","injury_status","injury_date","clean_note","return_date","injury_scrape_date"
"Brandon Sampson","Chicago","SG",21,"6' 5""",184,NA,"Chicago Bulls",NA,NA,NA,NA,NA
"Brook Lopez","Milwaukee","C",30,"7' 0""",270,3382000,"Milwaukee Bucks",NA,NA,NA,NA,NA
"Bruce Brown","Detroit","SG",22,"6' 5""",202,838464,"Detroit Pistons",NA,NA,NA,NA,NA
"Bruno Caboclo","Memphis","SF",23,"6' 9""",218,NA,"Memphis Grizzlies",NA,NA,NA,NA,NA
"Bryn Forbes","San Antonio","SG",25,"6' 3""",190,3125000,"San Antonio Spurs",NA,NA,NA,NA,NA
"Buddy Hield","Sacramento","SG",26,"6' 4""",214,3844760,"Sacramento Kings",NA,NA,NA,NA,NA
"C.J. Williams","Minnesota","SG",29,"6' 5""",226,NA,"Minnesota Timberwolves",NA,NA,NA,NA,NA
"Caleb Swanigan","Sacramento","PF",21,"6' 9""",250,1740000,"Sacramento Kings","Day-To-Day","Feb 8","Game Time Decision",2019-02-10,2019-02-09
"Caris LeVert","Brooklyn","SG",24,"6' 7""",204,1702800,"Brooklyn Nets","Out","Feb 8",NA,2019-02-10,2019-02-09
"Cedi Osman","Cleveland","SF",23,"6' 8""",215,2775000,"Cleveland Cavaliers","Out","Feb 9","Feb 11",2019-02-11,2019-02-09
"Chandler Hutchison","Chicago","SF",22,"6' 7""",197,1990520,"Chicago Bulls","Out",NA,"Feb 21",2019-02-21,2019-02-09
"Chandler Parsons","Memphis","SF",30,"6' 10""",230,24107258,"Memphis Grizzlies","Out","Feb 9","Feb 22",2019-02-22,2019-02-09
"Channing Frye","Cleveland","PF",35,"7' 0""",255,1512601,"Cleveland Cavaliers",NA,NA,NA,NA,NA
"Chasson Randle","Washington","PG",26,"6' 2""",185,869094,"Washington Wizards",NA,NA,NA,NA,NA
"Cheick Diallo","New Orleans","PF",22,"6' 9""",220,1544951,"New Orleans Pelicans",NA,NA,NA,NA,NA
"Chimezie Metu","San Antonio","PF",21,"6' 10""",225,838464,"San Antonio Spurs",NA,NA,NA,NA,NA
"Chris Boucher","Toronto","PF",26,"6' 10""",200,NA,"Toronto Raptors",NA,NA,NA,NA,NA
"Chris Paul","Houston","PG",33,"6' 0""",175,35654150,"Houston Rockets",NA,NA,NA,NA,NA
"Christian Wood","Milwaukee","PF",23,"6' 10""",214,1512601,"Milwaukee Bucks",NA,NA,NA,NA,NA
"CJ McCollum","Portland","SG",27,"6' 3""",190,25759766,"Portland Trailblazers",NA,NA,NA,NA,NA
"CJ Miles","Memphis","SF",31,"6' 6""",220,8333333,"Memphis Grizzlies","Day-To-Day","Feb 7",NA,2019-02-10,2019-02-09
"Clint Capela","Houston","C",24,"6' 10""",240,15293104,"Houston Rockets","Out",NA,"Feb 21",2019-02-21,2019-02-09
"Cody Zeller","Charlotte","C",26,"7' 0""",240,13528090,"Charlotte Hornets","Out","Feb 5",NA,2019-02-10,2019-02-09
"Collin Sexton","Cleveland","PG",20,"6' 2""",190,4068600,"Cleveland Cavaliers",NA,NA,NA,NA,NA
"Corey Brewer","Sacramento","SG",32,"6' 9""",186,NA,"Sacramento Kings","Day-To-Day","Feb 8",NA,2019-02-10,2019-02-09
"Cory Joseph","Indiana","PG",27,"6' 3""",193,7945000,"Indiana Pacers",NA,NA,NA,NA,NA
"Courtney Lee","Dallas","SG",33,"6' 5""",215,12253780,"Dallas Mavericks",NA,NA,NA,NA,NA
"Cristiano Felicio","Chicago","PF",26,"6' 10""",265,8740980,"Chicago Bulls",NA,NA,NA,NA,NA
"D.J. Augustin","Orlando","PG",31,"6' 0""",183,7250000,"Orlando Magic",NA,NA,NA,NA,NA
"D.J. Wilson","Milwaukee","PF",22,"6' 10""",231,2534280,"Milwaukee Bucks",NA,NA,NA,NA,NA
"D'Angelo Russell","Brooklyn","PG",22,"6' 5""",198,7019698,"Brooklyn Nets",NA,NA,NA,NA,NA
"Damian Jones","Golden State","C",23,"7' 0""",245,1544951,"Golden State Warriors","Out",NA,"Apr 15",2019-04-15,2019-02-09
"Damian Lillard","Portland","PG",28,"6' 3""",195,27977689,"Portland Trailblazers",NA,NA,NA,NA,NA
"Damion Lee","Golden State","SG",26,"6' 6""",210,NA,"Golden State Warriors","Day-To-Day","Feb 8","Game Time Decision",2019-02-10,2019-02-09
"Damyean Dotson","New York","SG",24,"6' 6""",210,1378242,"New York Knicks",NA,NA,NA,NA,NA
"Daniel Theis","Boston","PF",26,"6' 8""",243,1378242,"Boston Celtics","Day-To-Day","Feb 8",NA,2019-02-10,2019-02-09
"Danilo Gallinari","LA Clippers","SF",30,"6' 10""",225,21587579,"Los Angeles Clippers","Out","Feb 7",NA,2019-02-10,2019-02-09
"Danny Green","Toronto","SG",31,"6' 6""",215,1e+07,"Toronto Raptors",NA,NA,NA,NA,NA
"Dante Cunningham","San Antonio","SF",31,"6' 8""",230,2487000,"San Antonio Spurs",NA,NA,NA,NA,NA
"Dante Exum","Utah","PG",23,"6' 6""",190,9600000,"Utah Jazz","Out",NA,"Feb 22",2019-02-22,2019-02-09
"Danuel House Jr.","Houston","SF",25,"6' 7""",220,116224,"Houston Rockets",NA,NA,NA,NA,NA
"Dario Saric","Minnesota","PF",24,"6' 10""",223,2526840,"Minnesota Timberwolves",NA,NA,NA,NA,NA
"Darius Miller","New Orleans","SF",28,"6' 8""",225,2205000,"New Orleans Pelicans",NA,NA,NA,NA,NA
"Darren Collison","Indiana","PG",31,"6' 0""",175,1e+07,"Indiana Pacers",NA,NA,NA,NA,NA
"Daryl Macon","Dallas","SG",23,"6' 3""",185,NA,"Dallas Mavericks",NA,NA,NA,NA,NA
"David Nwaba","Cleveland","SG",26,"6' 4""",219,1512601,"Cleveland Cavaliers",NA,NA,NA,NA,NA
"Davis Bertans","San Antonio","SF",26,"6' 10""",225,7e+06,"San Antonio Spurs",NA,NA,NA,NA,NA
"Davon Reed","Indiana","SG",23,"6' 5""",208,NA,"Indiana Pacers",NA,NA,NA,NA,NA
"De'Aaron Fox","Sacramento","PG",21,"6' 3""",175,5470920,"Sacramento Kings",NA,NA,NA,NA,NA
"De'Anthony Melton","Phoenix","PG",20,"6' 4""",200,949000,"Phoenix Suns","Out","Feb 9","Game Time Decision",2019-02-10,2019-02-09
"Deandre Ayton","Phoenix","C",20,"7' 1""",250,8165160,"Phoenix Suns",NA,NA,NA,NA,NA
"DeAndre Jordan","New York","C",30,"6' 11""",265,22897200,"New York Knicks",NA,NA,NA,NA,NA
"DeAndre' Bembry","Atlanta","SF",24,"6' 6""",210,1634640,"Atlanta Hawks",NA,NA,NA,NA,NA
"Dejounte Murray","San Antonio","PG",22,"6' 5""",170,1544951,"San Antonio Spurs","Out",NA,"Out for the season",2020-02-09,2019-02-09
"Delon Wright","Memphis","PG",26,"6' 5""",183,2536898,"Memphis Grizzlies","Day-To-Day","Feb 7",NA,2019-02-10,2019-02-09
"DeMar DeRozan","San Antonio","SG",29,"6' 7""",220,27739975,"San Antonio Spurs","Day-To-Day","Feb 5",NA,2019-02-10,2019-02-09
"DeMarcus Cousins","Golden State","C",28,"6' 11""",270,5337000,"Golden State Warriors",NA,NA,NA,NA,NA
"DeMarre Carroll","Brooklyn","SF",32,"6' 8""",215,15400000,"Brooklyn Nets",NA,NA,NA,NA,NA
"Deng Adel","Cleveland","SF",22,"6' 7""",200,NA,"Cleveland Cavaliers",NA,NA,NA,NA,NA
"Dennis Schroder","Oklahoma City","PG",25,"6' 1""",172,15500000,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Dennis Smith Jr.","New York","PG",21,"6' 3""",195,3819960,"New York Knicks",NA,NA,NA,NA,NA
"Denzel Valentine","Chicago","SG",25,"6' 6""",210,2280600,"Chicago Bulls","Out",NA,"Out for the season",2020-02-09,2019-02-09
"Deonte Burton","Oklahoma City","G",25,"6' 5""",245,NA,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Derrick Favors","Utah","PF",27,"6' 10""",265,16900000,"Utah Jazz",NA,NA,NA,NA,NA
"Derrick Jones Jr.","Miami","SF",21,"6' 7""",200,1512601,"Miami Heat","Out",NA,"Mar 13",2019-03-13,2019-02-09
"Derrick Rose","Minnesota","PG",30,"6' 3""",200,1512601,"Minnesota Timberwolves","Day-To-Day","Feb 8","Game Time Decision",2019-02-10,2019-02-09
"Derrick White","San Antonio","PG",24,"6' 4""",190,1667160,"San Antonio Spurs","Out","Feb 7","Feb 22",2019-02-22,2019-02-09
"Devin Booker","Phoenix","SG",22,"6' 6""",210,3314365,"Phoenix Suns","Day-To-Day","Feb 9","Game Time Decision",2019-02-10,2019-02-09
"Devin Harris","Dallas","PG",35,"6' 3""",185,1512601,"Dallas Mavericks",NA,NA,NA,NA,NA
"Devin Robinson","Washington","SF",23,"6' 8""",200,NA,"Washington Wizards","Out",NA,"Feb 11",2019-02-11,2019-02-09
"Devonte' Graham","Charlotte","PG",23,"6' 2""",185,988464,"Charlotte Hornets",NA,NA,NA,NA,NA
"Dewayne Dedmon","Atlanta","C",29,"7' 0""",245,7200000,"Atlanta Hawks",NA,NA,NA,NA,NA
"Dillon Brooks","Memphis","SG",23,"6' 6""",220,1378242,"Memphis Grizzlies","Out",NA,"Out for the season",2020-02-09,2019-02-09
"Dion Waiters","Miami","SG",27,"6' 4""",215,11550000,"Miami Heat",NA,NA,NA,NA,NA
"Dirk Nowitzki","Dallas","PF",40,"7' 0""",245,5e+06,"Dallas Mavericks",NA,NA,NA,NA,NA
"Domantas Sabonis","Indiana","PF",22,"6' 11""",240,2659800,"Indiana Pacers",NA,NA,NA,NA,NA
"Donovan Mitchell","Utah","SG",22,"6' 3""",215,3111480,"Utah Jazz",NA,NA,NA,NA,NA
"Donte DiVincenzo","Milwaukee","SG",22,"6' 4""",203,2481000,"Milwaukee Bucks","Out","Feb 9","Feb 11",2019-02-11,2019-02-09
"Donte Grantham","Oklahoma City","F",23,"6' 8""",215,NA,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Dorian Finney-Smith","Dallas","SF",25,"6' 8""",220,1544951,"Dallas Mavericks",NA,NA,NA,NA,NA
"Doug McDermott","Indiana","SF",27,"6' 8""",225,7333333,"Indiana Pacers","Out","Feb 9","Feb 11",2019-02-11,2019-02-09
"Dragan Bender","Phoenix","PF",21,"7' 1""",225,4661280,"Phoenix Suns",NA,NA,NA,NA,NA
"Draymond Green","Golden State","PF",28,"6' 7""",230,17469565,"Golden State Warriors",NA,NA,NA,NA,NA
"Drew Eubanks","San Antonio","PF",22,"6' 10""",245,NA,"San Antonio Spurs",NA,NA,NA,NA,NA
"Duncan Robinson","Miami","SF",24,"6' 8""",210,NA,"Miami Heat",NA,NA,NA,NA,NA
"Dwayne Bacon","Charlotte","SG",23,"6' 7""",221,1378242,"Charlotte Hornets",NA,NA,NA,NA,NA
"Dwight Howard","Washington","C",33,"6' 11""",265,5337000,"Washington Wizards","Out",NA,"Mar 5",2019-03-05,2019-02-09
"Dwight Powell","Dallas","PF",27,"6' 11""",240,9631250,"Dallas Mavericks",NA,NA,NA,NA,NA
"Dwyane Wade","Miami","SG",37,"6' 4""",220,1512601,"Miami Heat",NA,NA,NA,NA,NA
"Dzanan Musa","Brooklyn","SG",19,"6' 9""",208,1632240,"Brooklyn Nets",NA,NA,NA,NA,NA
"E'Twaun Moore","New Orleans","G",29,"6' 4""",191,8808685,"New Orleans Pelicans","Out","Feb 9","Game Time Decision",2019-02-10,2019-02-09
"Ed Davis","Brooklyn","PF",29,"6' 10""",225,4449000,"Brooklyn Nets",NA,NA,NA,NA,NA
"Edmond Sumner","Indiana","PG",23,"6' 6""",176,NA,"Indiana Pacers",NA,NA,NA,NA,NA
"Ekpe Udoh","Utah","C",31,"6' 10""",245,3360000,"Utah Jazz",NA,NA,NA,NA,NA
"Elfrid Payton","New Orleans","PG",24,"6' 4""",185,3e+06,"New Orleans Pelicans","Out","Feb 9","Feb 12",2019-02-12,2019-02-09
"Elie Okobo","Phoenix","PG",21,"6' 3""",190,1238464,"Phoenix Suns",NA,NA,NA,NA,NA
"Emmanuel Mudiay","New York","PG",22,"6' 5""",200,4294480,"New York Knicks","Out",NA,"Feb 11",2019-02-11,2019-02-09
"Eric Bledsoe","Milwaukee","PG",29,"6' 1""",205,1.5e+07,"Milwaukee Bucks",NA,NA,NA,NA,NA
"Eric Gordon","Houston","SG",30,"6' 4""",215,13500375,"Houston Rockets","Day-To-Day","Feb 5",NA,2019-02-10,2019-02-09
"Ersan Ilyasova","Milwaukee","PF",31,"6' 10""",235,7e+06,"Milwaukee Bucks",NA,NA,NA,NA,NA
"Evan Fournier","Orlando","SG",26,"6' 7""",205,1.7e+07,"Orlando Magic",NA,NA,NA,NA,NA
"Evan Turner","Portland","SG",30,"6' 7""",220,17868853,"Portland Trailblazers",NA,NA,NA,NA,NA
"Frank Jackson","New Orleans","PG",20,"6' 3""",205,1378242,"New Orleans Pelicans",NA,NA,NA,NA,NA
"Frank Kaminsky","Charlotte","PF",25,"7' 0""",242,3627842,"Charlotte Hornets",NA,NA,NA,NA,NA
"Frank Mason III","Sacramento","PG",24,"5' 11""",190,1378242,"Sacramento Kings",NA,NA,NA,NA,NA
"Frank Ntilikina","New York","PG",20,"6' 6""",200,4155720,"New York Knicks","Out","Feb 8","Feb 22",2019-02-22,2019-02-09
"Fred VanVleet","Toronto","PG",24,"6' 0""",195,8653847,"Toronto Raptors",NA,NA,NA,NA,NA
"Furkan Korkmaz","Philadelphia","SG",21,"6' 7""",190,1740000,"Philadelphia 76ers",NA,NA,NA,NA,NA
"Garrett Temple","LA Clippers","SG",32,"6' 6""",195,8e+06,"Los Angeles Clippers","Out","Feb 9",NA,2019-02-10,2019-02-09
"Gary Clark","Houston","PF",24,"6' 8""",225,569873,"Houston Rockets",NA,NA,NA,NA,NA
"Gary Harris","Denver","SG",24,"6' 4""",210,16517857,"Denver Nuggets","Out","Feb 7","Game Time Decision",2019-02-10,2019-02-09
"Gary Trent Jr.","Portland","SG",20,"6' 6""",205,838464,"Portland Trailblazers",NA,NA,NA,NA,NA
"George Hill","Milwaukee","PG",32,"6' 3""",188,1.9e+07,"Milwaukee Bucks","Day-To-Day","Feb 7",NA,2019-02-10,2019-02-09
"George King","Phoenix","SF",25,"6' 6""",220,NA,"Phoenix Suns",NA,NA,NA,NA,NA
"Georges Niang","Utah","SF",25,"6' 8""",230,1512601,"Utah Jazz",NA,NA,NA,NA,NA
"Gerald Green","Houston","SG",33,"6' 7""",205,1512601,"Houston Rockets",NA,NA,NA,NA,NA
"Giannis Antetokounmpo","Milwaukee","PF",24,"6' 11""",242,24157303,"Milwaukee Bucks","Day-To-Day","Feb 9","Feb 11",2019-02-11,2019-02-09
"Glenn Robinson III","Detroit","SG",25,"6' 6""",222,4075000,"Detroit Pistons",NA,NA,NA,NA,NA
"Goran Dragic","Miami","PG",32,"6' 3""",190,18109175,"Miami Heat","Out",NA,"Feb 23",2019-02-23,2019-02-09
"Gordon Hayward","Boston","SF",28,"6' 8""",225,31214295,"Boston Celtics",NA,NA,NA,NA,NA
"Gorgui Dieng","Minnesota","C",29,"6' 11""",252,15170787,"Minnesota Timberwolves",NA,NA,NA,NA,NA
"Grayson Allen","Utah","SG",23,"6' 5""",198,2074320,"Utah Jazz",NA,NA,NA,NA,NA
"Guerschon Yabusele","Boston","PF",23,"6' 8""",260,2667600,"Boston Celtics",NA,NA,NA,NA,NA
"Hamidou Diallo","Oklahoma City","SG",20,"6' 5""",198,838464,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Harrison Barnes","Sacramento","SF",26,"6' 8""",225,24107258,"Sacramento Kings","Day-To-Day","Feb 6",NA,2019-02-10,2019-02-09
"Harry Giles","Sacramento","PF",20,"6' 10""",240,2207040,"Sacramento Kings",NA,NA,NA,NA,NA
"Hassan Whiteside","Miami","C",29,"7' 0""",265,25434262,"Miami Heat",NA,NA,NA,NA,NA
"Haywood Highsmith","Philadelphia","F",22,"6' 7""",220,NA,"Philadelphia 76ers","Day-To-Day","Feb 8","Game Time Decision",2019-02-10,2019-02-09
"Ian Clark","New Orleans","SG",27,"6' 3""",175,1512601,"New Orleans Pelicans",NA,NA,NA,NA,NA
"Ian Mahinmi","Washington","C",32,"6' 11""",262,15944154,"Washington Wizards",NA,NA,NA,NA,NA
